PCON21CD,LAD21CD,percentage_overlap
E14000951,E06000060,0.00019738359718359078
E14000968,E07000099,0.08220501995749796
E14000968,E07000243,0.8936146396839616
E14000968,E07000242,0.02418034035854046
E14000980,E07000082,1.0
E14001001,E07000044,0.5892586870531822
E14001001,E06000027,0.41074131294681776
E14001016,E08000028,1.0
E14001026,E07000188,0.4074053328920335
E14001026,E07000187,0.5925946671079665
E14001027,E07000240,0.00014027599703448666
E14001027,E07000241,0.9998597240029655
E14001030,E08000028,1.0
E14001057,E07000123,0.4356656938539677
E14001057,E07000128,0.5643343061460323
E14001058,E07000239,1.0
N06000002,N09000001,0.29344664630912526
N06000002,N09000003,0.7065533536908747
N06000004,N09000007,0.003759953182193736
N06000004,N09000003,0.9962400468178063
N06000005,N09000004,0.04398677768566972
N06000005,N09000008,0.7915247175104615
N06000005,N09000001,0.16448850480386876
N06000009,N09000010,0.0024133283354671404
N06000009,N09000003,0.012642123692048932
N06000009,N09000002,0.1178028240609029
N06000009,N09000007,0.8671417239115811
N06000012,N09000008,0.5943671480540712
N06000012,N09000004,0.4056328519459288
S14000001,S12000033,1.0
S14000012,S12000045,0.26447080324966343
S14000012,S12000050,0.7355291967503366
S14000014,S12000029,0.14738742458717602
S14000014,S12000006,0.6182034413630769
S14000014,S12000026,0.23440913404974703
S14000017,S12000047,1.0
S14000025,S12000036,1.0
S14000033,S12000049,1.0
W07000073,W06000013,1.0
W07000077,W06000018,1.0
E14000557,E07000065,0.27926926206112646
E14000557,E07000064,0.7207307379388735
E14000651,E08000026,1.0
E14000695,E07000036,1.0
E14000827,E07000091,1.0
E14000838,E07000043,1.0
E14000868,E07000218,0.1005327144741694
E14000868,E07000219,0.8994672855258307
E14000996,E07000042,0.509607447560733
E14000996,E07000040,0.49024016385538544
E14000996,E07000246,0.00015238858388155337
N06000001,N09000007,0.18934349921353277
N06000001,N09000003,0.8106565007864672
S14000037,S12000034,0.6941773599567633
S14000037,S12000033,0.30582264004323667
